protein_annotation	regex_label	manual_label	label_id
Putative peptide chain release factor H	proper	proper	2
Phage tail collar domain	proper	proper	2
Ferrochelatase	proper	proper	2
Single-strand DNA-binding protein	proper	proper	2
chromatin-remodeling complex ATPase chain Iswi-like	proper	proper	2
Transcriptional activator FeaR	proper	proper	2
Putative RNA-binding Zn-ribbon protein involved in translation (DUF1610 family)	low informative	proper	2
DNA replication protein-like protein	proper	proper	2
Putative DNA processing protein	proper	proper	2
Putative non-transporter ABC protein	proper	proper	2
Zinc finger ran-binding domain-containing protein 3	proper	proper	2
ATP dependent Clp protease	proper	proper	2
PBECR1 domain-containing protein	proper	proper	2
DUF1133 family protein	low informative	low	1
Filamentous phage phiLf protein	proper	proper	2
tRNA(Ile)-lysidine synthetase MesJ	proper	proper	2
5'(3')-deoxyribonucleotidase, cytosolic type-like	proper	proper	2
p22 erf-like protein	proper	proper	2
Type-I PKS	proper	proper	2
Putative DNA repair and recombination protein radA	proper	proper	2
Diguanylate cyclase, GGDEF domain	proper	proper	2
GP46 family protein	uninformative	uninformative	0
Putative bifunctional signaling protein/50S ribosomal protein L9	proper	proper	2
DnaJ homolog subfamily B member 11	proper	proper	2
Putative phage integrase, Bbp50	proper	proper	2
RNA-splicing ligase RtcB homolog	proper	proper	2
Glucose-1-phosphate thymidylyltransferase (StrD)	proper	proper	2
Orf318	uninformative	uninformative	0
Peptidoglycan-binding (PGRP) domain of peptidoglycan hydrolases-containing protein	proper	proper	2
Phage major tail protein phi13	proper	proper	2
Thymidylate synthase, flavin-dependent	proper	proper	2
Putative exonuclease subunit 1	proper	proper	2
Putative phage-related lipoprotein	proper	low	1
tRNA cytosine(34) acetyltransferase TmcA	proper	proper	2
Glycosyltransferase involved in cell wall biosynthesis/GT2 family glycosyltransferase	proper	proper	2
DNA repair and recombination protein rad54-like protein	proper	proper	2
Cell cycle checkpoint control protein RAD9	proper	proper	2
DCTD isoform 8	proper	proper	2
Collagen alpha-5 chain	proper	proper	2
30S ribosomal protein S6 modification protein RimK	proper	proper	2
Tyrosine recombinase xerC	proper	proper	2
Terminase small subunit G1P	proper	proper	2
Brain-specific angiogenesis inhibitor 1-associated protein 2	proper	proper	2
ADP-ribose glycohydrolase OARD1 isoform X1	proper	proper	2
Prophage CP4-like integrase	proper	proper	2
Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	proper	proper	2
Adenylate kinase-like protein	proper	proper	2
Putative XRE-type DNA-binding protein	proper	proper	2
2-deoxycytidine 5-triphosphate deaminase	proper	proper	2
CopG family transcripitonal regulator	proper	proper	2
Kappa-carrageenase	proper	proper	2
SMRCD regulator	proper	proper	2
Siphovirus superfamily	proper	uninformative	0
Chemical-damaging agent resistance protein C	proper	proper	2
Stomatin-like protein 2, mitochondrial	proper	proper	2
Putative L-alanyl-D-glutamate peptidase	proper	proper	2
Terminase domain protein	proper	proper	2
MgPPT1, serine threonine phosphatase 2A catalytic sub-unit like protein	proper	proper	2
Unknown	proper	uninformative	0
TciA/TerB-like protein	proper	proper	2
DUF1887 family protein	low informative	low	1
Restriction alleviation protein, Lar family	proper	proper	2
LacI family DNA-binding transcriptional regulator	proper	proper	2
Putative response regulator receiver	proper	proper	2
Gamma-glutamylaminecyclotransferase	proper	proper	2
Putative twinkle protein, mitochondrial	proper	proper	2
ZYRO0G04972p	proper	uninformative	0
Glycosyltransferase EpsF	proper	proper	2
POL4 protein	proper	proper	2
Methyltransferase small	proper	proper	2
Protein of uncharacterized function (DUF2793)	low informative	low	1
Aluminum resistance protein	proper	proper	2
CYTOSOL_AP domain-containing protein	proper	proper	2
Regulatory protein Cro	proper	proper	2
Exported fimbriae assembly protein	proper	proper	2
Kif1 protein	proper	proper	2
SOS response-associated peptidase family protein	proper	proper	2
CSON002342 protein	low informative	uninformative	0
5'-deoxynucleotidase NCTC204_04081	proper	proper	2
Procollagen-lysine 2-oxoglutarate 5-dioxygenase	proper	proper	2
Protein cII	proper	proper	2
HTH_45 domain-containing protein	proper	proper	2
Tail fiber assembly protein G	proper	proper	2
Phage-related integrase	proper	proper	2
NUDIX_4 domain-containing protein	proper	proper	2
Methyl-accepting chemotaxis protein, putative	proper	proper	2
High-affinity Na(+)/H(+) antiporter NhaS3	proper	proper	2
Ketopantoate reductase ApbA/PanE domain-containing protein	proper	proper	2
KpsF	proper	proper	2
2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3-like	proper	proper	2
D-fructose-1,6-bisphosphate 1-phosphohydrolase class 2	proper	proper	2
Adenylate kinase isoenzyme 5	proper	proper	2
Bacteriophage protein	uninformative	uninformative	0
G-patch domain and KOW motifs	proper	proper	2
Ribose-phosphate pyrophosphokinase 2-like protein	proper	proper	2
Peptide-methionine (R)-S-oxide reductase	proper	proper	2
CMP/dCMP deaminase	proper	proper	2
Mitochondrial chaperone BCS1, putative	proper	proper	2
Uncharacterized low-complexity proteins	proper	uninformative	0
MSP domain-containing protein	proper	proper	2
(P)ppGpp synthase/hydrolase	proper	proper	2
ABC-type multidrug transport system, ATPase and permease component	proper	proper	2
THAP-type domain-containing protein	proper	proper	2
Putative transcriptional regulator, LysR family	proper	proper	2
Periplasmic serine protease	proper	proper	2
TIGR04255 family protein	proper	low	1
Phage terminase, small subunit, putative, P27 family	proper	proper	2
Murein hydrolase activator EnvC	proper	proper	2
Exonuclease VIII	proper	proper	2
Bacteriophage lambda integrase, N-terminal domain	proper	proper	2
GH18065	proper	uninformative	0
Ig-like domain, group 2	proper	proper	2
Putative prophage antirepressor	proper	proper	2
PF04447 family protein	proper	low	1
Thymidylate kinase-like protein	proper	proper	2
GLUG domain protein	proper	proper	2
Histone deacetylase family protein	proper	proper	2
Phage Mu F like family protein	proper	proper	2
Cyclic di-GMP phosphodiesterase Gmr	proper	proper	2
Replication protein O	proper	proper	2
Putative Ner-like DNA-binding prophage protein	proper	proper	2
Ribonucleotide reductase, small chain-domain containing protein	proper	proper	2
Phage protein	uninformative	uninformative	0
DNA polymerase III, epsilon subunit-like protein	proper	proper	2
Amino acid permease	proper	proper	2
PIF1 helicase	proper	proper	2
RRM1	proper	proper	2
Putative adenylyl-sulfate kinase	proper	proper	2
Putative prophage exonuclease	proper	proper	2
Rhodanese-related sulfurtransferase	proper	proper	2
N-acyl-L-homoserine lactone synthetase	proper	proper	2
O-GlcNAcase NagJ	proper	proper	2
ADD_DNMT3 domain-containing protein	proper	proper	2
Recombinase NinG	proper	proper	2
Polynucleotide 2	proper	uninformative	0
ATP-dependent helicase IRC3	proper	proper	2
Thymidylate synthase-like protein	proper	proper	2
Phosphoribosyltransferase	proper	proper	2
SNF2-family helicase	proper	proper	2
Zot domain-containing protein	proper	proper	2
Spfh domain, band 7 family protein	proper	proper	2
Uncharacterized protein YjdB/endo-1,4-beta-D-glucanase Y	proper	proper	2
GIY-YIG homing endonuclease	proper	proper	2
Chromosome initiation inhibitor	proper	proper	2
AAA-ATPase At2g46620	proper	proper	2
Putative phage variable tail fibre protein	proper	proper	2
Complex I-SGDH	proper	proper	2
DUF4054 domain-containing protein	low informative	low	1
kelch-like protein 14	proper	proper	2
DNA uptake protein	proper	proper	2
Kelch-like protein 28 (inferred by orthology to a human protein)	proper	proper	2
uncharacterized protein LOC107963284	uninformative	uninformative	0
5'-nucleotidase/2' 3'-cyclic phosphodiesterase-like protein	proper	proper	2
Putative transcriptional regulatory protein	proper	proper	2
Putative exported lipoprotein	proper	low	1
erlin-1	proper	proper	2
leukocyte cell-derived chemotaxin-2-like	proper	proper	2
Purine phosphoribosyltransferase, putative	proper	proper	2
Minor capsid protein 2	proper	proper	2
Uncharacterized protein YjdB	uninformative	uninformative	0
Chloroplast peptide chain release factor RF-1	proper	proper	2
Gp27	uninformative	uninformative	0
Glr1837 protein	proper	uninformative	0
CCT-beta	proper	proper	2
Putative tail protein	proper	proper	2
Phage portal (Connector) protein	proper	proper	2
Putative phage-associated protein	uninformative	uninformative	0
Structural protein	proper	proper	2
Cytochrome C biogenesis protein CcmE	proper	proper	2
Putative phage small subunit terminase	proper	proper	2
5S rRNA maturation endonuclease (Ribonuclease M5)	proper	proper	2
Manganese/iron superoxide dismutase	proper	proper	2
Prohibitin family protein	proper	proper	2
DNA excision repair protein ERCC-6-like 2	proper	proper	2
Integrase Family Protein	proper	proper	2
YciK protein	proper	proper	2
Antirestriction protein KlcA (Modular protein)	proper	proper	2
ADPrib_exo_Tox domain-containing protein	proper	proper	2
Heme-binding protein	proper	proper	2
GDP-6-deoxy-D-talose 4-dehydrogenase	proper	proper	2
DUF3631 domain-containing protein	low informative	low	1
G:T/U mismatch-specific uracil/thymine DNA-glycosylase	proper	proper	2
Cleavage and polyadenylation specificity factor subunit 5	proper	proper	2
Metallopeptidase domain-containing protein	proper	proper	2
Replication initiation factor	proper	proper	2
Putative terminase	proper	proper	2
F5/8 type C domain-containing protein	proper	proper	2
NAD-dependent epimerase/dehydratase, putative	proper	proper	2
Phosphoribosyl pyrophosphate synthase	proper	proper	2
Putative P2 phage tail completion protein R (GpR)	proper	proper	2
Phage tail protein I	proper	proper	2
Tetratricopeptide TPR_2 repeat-containing protein	proper	proper	2
GDP-L-fucose synthase	proper	proper	2
DNA-directed RNA polymerase IV subunit 1	proper	proper	2
Toxin-antitoxin system, toxin component, Bro family	proper	proper	2
Putative Methyltransferase, UbiE/COQ5 family protein	proper	proper	2
Structural maintenance of chromosome protein	proper	proper	2
Probable dual-specificity RNA methyltransferase RlmN 3	proper	proper	2
aGPT-Pplase1 domain-containing protein	proper	proper	2
Rrf2-linked NADH-flavin reductase	proper	proper	2
UPF0200 protein GKC00_08395	proper	low	1
P22_AR_C domain-containing protein	proper	proper	2
Prohibitin-2, mitochondrial	proper	proper	2
Aste57867_23096 protein	proper	uninformative	0
Sporulation domain	proper	proper	2
HicB_like antitoxin of toxin-antitoxin system	proper	proper	2
Transcriptional regulator, LytR/AlgR family	proper	proper	2
Head portal protein	proper	proper	2
L-type lectin-like domain-containing protein	proper	proper	2
DnaJ-like protein subfamily B member 1	proper	proper	2
Putative BCS1 protein	proper	proper	2
Putative type VI secretion system effector, Hcp1 family	proper	proper	2
Single-stranded DNA-binding protein	proper	proper	2
DNA circulation	proper	proper	2
Exodeoxyribonuclease V alpha subunit	proper	proper	2
Reducing polyketide synthase	proper	proper	2
Gp46 recombination endonuclease subunit	proper	proper	2
40-residue YVTN family beta-propeller repeat-containing protein	proper	proper	2
Cell wall hydrolase sleb	proper	proper	2
Methyl-accepting chemotaxis protein Tar	proper	proper	2
[cytidine(C)-cytidine(C)-adenosine (A)]-adding enzyme	proper	proper	2
PyrE-like protein	proper	proper	2
Prophage MuMc02 protein	proper	uninformative	0
Snf2 related CREBBP activator protein	proper	proper	2
Toxin-antitoxin system antitoxin component HicB family	proper	proper	2
Os07g0192800 protein	proper	uninformative	0
Phosphatase / protein serine/threonine kinase	proper	proper	2
DM13 domain-containing protein	proper	proper	2
RNA polymerase sigma factor	proper	proper	2
Phage T7 capsid assembly protein	proper	proper	2
NEDD4-binding protein 2-like isoform X1	proper	proper	2
T5orf172 domain-containing protein	proper	uninformative	0
G/U mismatch-specific DNA glycosylase (Modular protein)	proper	proper	2
NUDIX hydrolase domain-like protein	proper	proper	2
(raccoon dog) hypothetical protein	uninformative	uninformative	0
HELLS helicase	proper	proper	2
NmrA family transcriptional regulator	proper	proper	2
Malonyl-[acyl-carrier protein] O-methyltransferase	proper	proper	2
uncharacterized protein LOC115321221	uninformative	uninformative	0
Alpha subunit (Gram-positive type)	proper	uninformative	0
GIY-YIG nuclease domain protein	proper	proper	2
Putative stringent starvation protein B (SspB)	proper	proper	2
riboflavin biosynthesis protein VVA0006-like isoform X2	proper	proper	2
Putative kelch domain-containing protein	proper	proper	2
Phage phiEco32-like COOH-NH2 ligase-type 2	proper	proper	2
Peptidoglycan-binding domain 1	proper	proper	2
Putative toxin YafO	proper	proper	2
Heat shock protein mitochondrial	proper	proper	2
Cytosine-specific DNA methyltransferase	proper	proper	2
Probable starch synthase 4, chloroplastic/amyloplastic	proper	proper	2
Nitrate/nitrite transporter	proper	proper	2
Phosphoesterase, related to the Icc protein	proper	proper	2
Kelch like family member 41	proper	proper	2
Phosphoribosylpyrophosphate synthetase,putative	proper	proper	2
Unplaced genomic scaffold scaffold_192, whole genome shotgun sequence	uninformative	uninformative	0
SOS response associated peptidase (SRAP)	proper	proper	2
Cupin 2, conserved barrel domain protein	proper	proper	2
Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 2	proper	proper	2
DUF4376 domain protein	low informative	low	1
N6_N4_Mtase domain-containing protein	proper	proper	2
uncharacterized protein LOC115222736 isoform X1	proper	uninformative	0
Peptidase U35, phage prohead HK97	proper	proper	2
Uncharacterized LOC103361177	proper	uninformative	0
Bacterial pre-peptidase C-domain family	proper	proper	2
DEBR0S2_06480g1_1	proper	uninformative	0
Single stranded DNA-binding protein, phage-associated	proper	proper	2
Putative nicotinamide phosphoribosyltransferase	proper	proper	2
Glycosyl hydrolase family 31/fibronectin type III domain protein	proper	proper	2
TraI protein	proper	proper	2
Glycosyl transferase, family 1 domain-containing protein	proper	proper	2
Zinc-binding, ComEB family dCMP deaminase	proper	proper	2
Estradiol 17-beta-dehydrogenase	proper	proper	2
Elp3 domain-containing protein	proper	proper	2
Terminase_3C domain-containing protein	proper	proper	2
Glycoside hydrolase family 76 protein	proper	proper	2
Dynein heavy chain	proper	proper	2
Putative tail assembly protein K	proper	proper	2
HTH_40 domain-containing protein	proper	proper	2
Putative methylase N-4/N-6 domain protein	proper	proper	2
AGAP003832-PA	proper	uninformative	0
ATP-dependent Clp protease adapter protein ClpS	proper	proper	2
FlgD Ig-like domain-containing protein	proper	proper	2
Virus protein phiCh1-VP31	proper	uninformative	0
30 kDa surface antigen	proper	low	1
Nuclear receptor 2C2-associated protein	proper	proper	2
Putative Macro domain-containing protein	proper	proper	2
Na+/H+ exchanger NHE3	proper	proper	2
Putative ECF sigma factor	proper	proper	2
Zinc finger BED domain-containing protein 5	proper	proper	2
SMC domain-containing protein	proper	proper	2
Rad9-domain-containing protein	proper	proper	2
Lambda phage type II DNA modification methyltransferase	proper	proper	2
Putative LRR receptor-like serine/threonine-protein kinase	proper	proper	2
Hecd-1 protein	proper	proper	2
Phage virion morphogenesis family protein	proper	proper	2
SPOSA6832_00062-mRNA-1:cds	proper	uninformative	0
Peptidase S8/S53	proper	proper	2
Rubredoxin [NAD+] reductase	proper	proper	2
Ribonucleotide reductase regulatory subunit M2	proper	proper	2
Tail lysozyme, putative	proper	proper	2
Nitric oxide reductase FlRd-NAD(+) reductase	proper	proper	2
ND2 protein	proper	proper	2
Putative regulatory protein	proper	proper	2
Putative monooxygenase	proper	proper	2
Putative RNA binding protein	proper	proper	2
Sodium hydrogen exchanger family protein	proper	proper	2
HTH-type transcriptional regulator for conjugative element SXT	proper	proper	2
Phage head morphogenesis protein SPP1 gp7 family	proper	proper	2
Chromatin remodeling protein HARP/SMARCAL1, DEAD-box superfamily	proper	proper	2
Ribonuclease h domain	proper	proper	2
Phage portal protein, SPP1 Gp6	proper	proper	2
Putative capsid morphogenesis protein	proper	proper	2
LAGLIDADG type 2 homing endonuclease	proper	proper	2
NIP1 protein	proper	proper	2
Phage antirepressor protein	proper	proper	2
Bacteriophage phi gp55-like protein	proper	uninformative	0
DCD (Development and Cell Death) domain protein	proper	proper	2
YjbQ family protein	proper	proper	2
Inositol-1-monophosphatase	proper	proper	2
DNA biosynthesis protein	proper	proper	2
DUF1549 domain-containing protein	low informative	low	1
Tn7_Tnp_TnsA_C domain-containing protein	proper	proper	2
DNA/RNA helicases	proper	proper	2
LysR substrate binding domain protein	proper	proper	2
Single-stranded-DNA-specific exonuclease	proper	proper	2
Methyltransferase, UbiE/COQ5 family	proper	proper	2
Phage tape measure domain-containing protein	proper	proper	2
DNA repair protein recA homolog 1ic	proper	proper	2
Transposase (ISL3 family)	proper	proper	2
Conserved surface-anchored protein Band 7 family	proper	proper	2
CSON007859 protein	low informative	uninformative	0
Sodium/proton antiporter, CPA1 family (TC 2.A.36)	proper	proper	2
NUMOD4 domain-containing protein	proper	proper	2
Hep/Hag repeat protein	proper	proper	2
SSU ribosomal protein S6P modification protein	proper	proper	2
BMA-TAG-147, isoform a	proper	uninformative	0
PolyA polymerase family protein (TRNA nucleotidyltransferase) (TRNA CCA-pyrophosphorylase)	proper	proper	2
N-acetyltransferase family protein	proper	proper	2
KR-domain-containing protein	proper	proper	2
SMI1 / KNR4 family protein	proper	proper	2
Poly [ADP-ribose] polymerase 10/14/15	proper	proper	2
Putative HNH family endonuclease, phage associated	proper	proper	2
Timeless family protein: PROVISIONAL	proper	proper	2
uncharacterized protein LOC115625951	uninformative	uninformative	0
Methyl-accepting chemotaxis protein II	proper	proper	2
Glycosyl transferase family 25	proper	proper	2
Putative bacteriophage variable tail fiber protein H	proper	proper	2
Sodium:proton antiporter	proper	proper	2
Thymidylate synthase complementing protein ThyX	proper	proper	2
Para-aminobenzoate synthase, amidotransferase component	proper	proper	2
Non-homologous end-joining DNA ligase	proper	proper	2
Putative phosphopantothenate--cysteine ligase 2	proper	proper	2
Bacteriophage Mu tail sheath	proper	proper	2
Beta-N-acetylhexosaminidase	proper	proper	2
Kelch like family member 3	proper	proper	2
SIS domain-containing protein	proper	proper	2
Peptidoglycan-binding domain-containing protein	proper	proper	2
Probable peptidase	proper	proper	2
RFC1	proper	proper	2
DNA protecting protein DprA	proper	proper	2
Putative Cell wall hydrolyse	proper	proper	2
Deoxycytidylate deaminase-related	proper	proper	2
Aliphatic sulfonates-binding protein	proper	proper	2
DNA topoisomerase-like protein cin-4	proper	proper	2
NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	proper	proper	2
Phosphatase, c-terminal domain of histone macro h2a1 like protein	proper	proper	2
Putative exodeoxyribonuclease V	proper	proper	2
Electron-transferring-flavoprotein dehydrogenase	proper	proper	2
SLAM family member 7 isoform X1	proper	proper	2
N6 adenine-specific DNA methyltransferase	proper	proper	2
mRNA interferase endoA	proper	proper	2
Soluble lytic murein transglycosylase-like protein	proper	proper	2
Kelch like family member 14	proper	proper	2
Glucitol operon GutQ protein	proper	proper	2
Peptidase M23B	proper	proper	2
Glucosamine 6-phosphate synthetase	proper	proper	2
Protocatechuate 3,4-dioxygenase beta subunit	proper	proper	2
phosphopantothenate--cysteine ligase 2-like isoform X2	proper	proper	2
Lig-1 protein	proper	proper	2
DgyrCDS12134	proper	uninformative	0
Portal protein, lambda family	proper	proper	2
CD48 antigen-like isoform X2	proper	proper	2
Mitochondrial DNA polymerase I protein D	proper	proper	2
DNA polymerase III beta chain	proper	proper	2
YjbE family putative metal transport protein	proper	proper	2
Protein kinase APK1B, chloroplastic	proper	proper	2
Nucleotidyl transferase AbiEii/AbiGii toxin family protein	proper	proper	2
Viral (Super1) RNA helicase family protein	proper	proper	2
Dna polymerase iii beta subunit	proper	proper	2
Bacteriophage L54a, antirepressor, putative	proper	proper	2
ATP-dependent exoDNAse (Exonuclease V) alpha subunit RecD	proper	proper	2
Bipolar DNA helicase	proper	proper	2
DUF4262 domain-containing protein	low informative	low	1
Icc-related predicted phosphoesterase	proper	proper	2
attractin-like protein 1	proper	proper	2
CRE-PHB-2 protein	proper	proper	2
Bacteriophage repressor protein C1	proper	proper	2
SGNH family lipase/esterase	proper	proper	2
Helicase	proper	proper	2
SMC1-family ATPase involved in DNA repair	proper	proper	2
Site-specific tyrosine recombinase, phage integrase family (INT_Rci_Hp1_C domain)	proper	proper	2
Si:dkey-145c18.3	proper	uninformative	0
Aminoacyl-tRNA hydrolase	proper	proper	2
Protein-serine/threonine phosphatase	proper	proper	2
PAB-dependent poly(A)-specific ribonuclease subunit PAN3	proper	proper	2
HTH_35 domain-containing protein	proper	proper	2
Spherulin-1A	proper	proper	2
Alginate biosynthesis protein AlgA	proper	proper	2
SPFH domain, Band 7 family protein	proper	proper	2
Prophage PssSM-01, Orf5	proper	uninformative	0
Lactamase B and dCMP cyt deam 1 domain containing protein	proper	proper	2
Unplaced genomic scaffold SPHSTscaffold_289, whole genome shotgun sequence	uninformative	uninformative	0
DNA topoisomerase 3	proper	proper	2
Mitochondrial chaperone BCS1	proper	proper	2
Cell wall hydrolase, SleB domain protein	proper	proper	2
C-C chemokine receptor type 2	proper	proper	2
Carbon storage regulator CsrA	proper	proper	2
HAD-IIA family hydrolase	proper	proper	2
ADP-L-glycero-D-manno-heptose-6-epimerase	proper	proper	2
Phage Integrase	proper	proper	2
BIG2 domain-containing protein	proper	proper	2
Cruciform cutting endonuclease 1, mitochondrial	proper	proper	2
DNA (cytosine-5)-methyltransferase 3A-like	proper	proper	2
RIIA protein	proper	proper	2
Oxidoreductase family, NAD-binding Rossmann fold protein	proper	proper	2
Intronic ORF at intron 4 of cox1	proper	uninformative	0
trithorax group protein osa isoform X4	proper	proper	2
AAA ATPase central domain protein	proper	proper	2
2-octaprenyl-6-methoxyphenyl hydroxylase	proper	proper	2
Lactonase	proper	proper	2
Putative terminase small subunit	proper	proper	2
ISAs1 family transposase	proper	proper	2
HNH_5 domain-containing protein	proper	proper	2
(1->4)-alpha-D-glucan synthase (ADP-glucose)	proper	proper	2
Tail sheath protein (GpL) from Mu-like prophage FluMu	proper	proper	2
VirE_N domain-containing protein	proper	proper	2
CMP/dCMP deaminase, zinc-binding	proper	proper	2
DNA (Cytosine-5)-methyltransferase 3A-like	proper	proper	2
UvrD-like helicase C-terminal domain/Helix-hairpin-helix containing domain/AAA domain	proper	proper	2
AP2 domain-containing protein (Modular protein)	proper	proper	2
Mu-like prophage I family protein	proper	uninformative	0
RlmN protein	proper	proper	2
Acetyltransferase, family	proper	proper	2
Head protein	proper	proper	2
DNA_PPF domain-containing protein	proper	proper	2
AraC_binding domain-containing protein	proper	proper	2
17 kDa surface antigen	proper	low	1
Fumarate hydratase class II	proper	proper	2
5'-deoxynucleotidase GFB47_07375	proper	proper	2
P/Homo B domain-containing protein	proper	proper	2
Phage-related head tail joining protein	proper	proper	2
Site-specific DNA-methyltransferase (cytosine-N(4)-specific)	proper	proper	2
NAD-dependent uronate-dehydrogenase	proper	proper	2
Zonula occludens toxin	proper	proper	2
Putative alcohol dehydrogenase	proper	proper	2
Chromatin structure-remodeling complex subunit snf21	proper	proper	2
Snf2 family protein	proper	proper	2
Prophage protein NinE	proper	uninformative	0
Egl nine 2	proper	proper	2
Peptide chain release factor RF-2	proper	proper	2
PriCT_1 domain-containing protein	proper	proper	2
LMWPc domain-containing protein	proper	proper	2
Ubiquitous surface protein A 2	proper	proper	2
LysR family transcriptional regulator, regulator for bpeEF and oprC	proper	proper	2
Band 7 protein	proper	proper	2
Putative CI repressor	proper	proper	2
Heat shock protein	proper	proper	2
Polyketide biosynthesis malonyl CoA-acyl carrier protein transacylase BaeC	proper	proper	2
Polynucleotide kinase 3-phosphatase	proper	proper	2
Kelch repeat and BTB domain-containing protein 7-like	proper	proper	2
Putative poly polymerase protein	proper	proper	2
Phosphopantothenate--cysteine ligase 1	proper	proper	2
Bacterial stress domain protein	proper	proper	2
NLI interacting factor	proper	proper	2
Kelch repeat-containing	proper	proper	2
core histone macro-H2A.1 isoform X3	proper	proper	2
IstB domain protein ATP-binding protein	proper	proper	2
Putative peptidoglycan binding protein	proper	proper	2
DUF1018 domain-containing protein	low informative	low	1
SprT family zinc-dependent metalloprotease	proper	proper	2
Plastocyanin-like domain-containing protein	proper	proper	2
uncharacterized protein LOC114845163	uninformative	uninformative	0
Phage head maturation protease	proper	proper	2
RpiR family transcriptional regulator	proper	proper	2
Thiosulfate sulfurtransferase	proper	proper	2
Antitoxin VapB12 (Modular protein)	proper	proper	2
Tail fiber component K	proper	proper	2
Kelch domain-containing 3	proper	proper	2
Orf212	uninformative	uninformative	0
7-dehydrocholesterol reductase	proper	proper	2
Retrotransposon protein	proper	proper	2
Putative RING zinc finger protein	proper	proper	2
Prolyl 4-hydroxylase 3	proper	proper	2
uncharacterized protein LOC113203974 isoform X1	proper	uninformative	0
ABC transporter domain-containing protein	proper	proper	2
DUF968 domain-containing protein	low informative	low	1
DNA polymerase III subunit epsilon	proper	proper	2
Alpha-monoglucosyldiacylglycerol synthase	proper	proper	2
Oxalate oxidase 1	proper	proper	2
Unplaced genomic scaffold K443scaffold_261, whole genome shotgun sequence	uninformative	uninformative	0
Hep_Hag family protein	proper	proper	2
Putative membrane bound ATPase	proper	proper	2
Ribosomal-protein-alanine acetyltransferase RimI	proper	proper	2
NAD+-asparagine ADP-ribosyltransferase	proper	proper	2
AIG2-like protein	proper	proper	2
Tellurium resistance	proper	proper	2
Cilia and flagella associated protein 74	proper	proper	2
DNA polymerase III epsilon subunit, putative	proper	proper	2
UvrD protein	proper	proper	2
Yod1 protein	proper	proper	2
cell division protein FtsZ homolog 1, chloroplastic-like	proper	proper	2
Putative HEMAGGLUTININ-RELATED PROTEIN	proper	proper	2
uncharacterized protein LOC108834657	uninformative	uninformative	0
Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	proper	proper	2
Prolyl 4-hydroxylase	proper	proper	2
Mu-like prophage protein gp29 (DUF935 domain)	low informative	low	1
Glycine/D-amino acid oxidases (Deaminating)	proper	proper	2
LLM class flavin-dependent oxidoreductase	proper	proper	2
Dual-specificity RNA methyltransferase RlmN	proper	proper	2
ITAD	proper	proper	2
Polynucleotide kinase 3'-phosphatase, putative	proper	proper	2
PEP-CTERM domain-containing protein	proper	proper	2
ADP-ribose 1''-phosphate phophatase related protein	proper	proper	2
Putative uncharacterized protein ORFI in retron EC67	proper	uninformative	0
Glutamine-hydrolyzing asparagine synthase	proper	proper	2
Rbbp9 protein	proper	proper	2
Putative UDP-galactose 4-epimerase	proper	proper	2
Papain fold toxin 1, glutamine deamidase	proper	proper	2
Fibronectin, type III	proper	proper	2
Rad51C	proper	proper	2
SPbeta prophage-derived uncharacterized protein YonJ	proper	proper	2
Two-component response regulator yesN	proper	proper	2
uncharacterized protein YmfN-like	proper	proper	2
AraC-like ligand binding domain protein	proper	proper	2
hypersensitive-induced response protein 1-like isoform X1	proper	proper	2
RNase HI	proper	proper	2
DNA-directed RNA polymerase 1b mitochondrial	proper	proper	2
Cob-i2 ORF	proper	proper	2
Ribonucleoside-diphosphate reductase subunit M2-like isoform X1	proper	proper	2
Tail completion protein R	proper	proper	2
Methyl-accepting chemotaxis signaling domain protein	proper	proper	2
Chromophore lyase	proper	proper	2
Putative co-chaperone GroES	proper	proper	2
KxYKxGKxW signal peptide containing protein	proper	proper	2
Prophage MuMc02, virion morphogenesis protein	proper	proper	2
3',5'-cyclic AMP phosphodiesterase CpdA	proper	proper	2
PIGA domain-containing protein	proper	proper	2
Alpha-scruin-like protein	proper	proper	2
Restriction endonuclease, type I, R subunit/Type III, Res subunit	proper	proper	2
Tox-MPTase3 domain-containing protein	proper	proper	2
Phage Terminase Large Subunit	proper	proper	2
FabF protein	proper	proper	2
Sulfate adenylyltransferase subunit 2 cysD	proper	proper	2
Putative antirestriction protein (Modular protein)	proper	proper	2
Probable ATP-dependent helicase dinG homolog	proper	proper	2
DUF697 domain-containing protein	low informative	low	1
Sarcosine dehydrogenase beta subunit	proper	proper	2
GatB/YqeY domain-containing protein	proper	proper	2
erythroid membrane-associated protein isoform X1	proper	proper	2
Quorum-sensing-regulated virulence factor family protein	proper	proper	2
26S proteasome regulatory subunit 6A (Trinotate prediction)	proper	proper	2
Caudovirales tail fiber assembly protein, lambda gpK	proper	proper	2
Metallophosphoesterase (Modular protein)	proper	proper	2
Putative Phage major capsid protein, HK97 family	proper	proper	2
dCMP hydroxymethylase	proper	proper	2
DUF1321 domain-containing protein	low informative	low	1
BTB-kelch protein	proper	proper	2
Epimerase/dehydratase-related protein	proper	proper	2
